solution_id,source_id,abs_mag_bol,abs_mag_bol_error,rsg_flag,bolometric_corr,bolometric_corr_error,frequency,frequency_error
369295551293819386,4041957580209465984,,,false,-4.644451093763452,0.15024944429828582,0.0034422288552314138,2.8482617092452054E-4
369295551293819386,4041964860094334080,-0.9714940781056463,1.2795713947340062,false,-3.498005957141475,0.07954227613441711,0.01262787603631241,0.0030726565812408914
369295551293819386,4041971113567647232,0.42935755114707597,0.5311722848129236,false,-3.4893521412934803,0.07523458706532177,0.0071913333825088886,0.0028774921834060154
369295551293819386,4041973106432464256,,,false,-1.7242192808532701,0.03808859276003692,0.003805265714206304,0.0012013993024959368
369295551293819386,4041979845324230528,-4.123928341621179,2.144649509681166,false,-5.10062061711117,0.10401301380548907,0.00578998617352339,0.0012021614620392666
369295551293819386,4042015923030096384,,,false,-3.197814209387649,0.03760082866959579,0.003624960185091992,3.3280264187169283E-4
369295551293819386,4042019427723790208,,,false,-1.5921454602134462,0.010080936277711434,0.0026429056826397287,0.004128035259270821
369295551293819386,4042042410021002496,,,false,-4.233418036082882,0.06676350765536153,0.001959750008368341,2.8414593887917506E-4
369295551293819386,4042048560413222272,-3.8518872652874503,5.172445435652709,false,-1.8071206601381216,0.009735913978811184,0.006299592507565267,0.0019270153471894487
369295551293819386,4042067393934073728,-5.675423740190389,15.487562607205088,false,-1.7334249217014,0.01112636255573622,0.006905155545124787,2.704567466659417E-4
369295551293819386,4042086704116103552,,,false,-2.327076693610977,0.022250021352667414,0.0019375630000000002,0.0032591404066966284
369295551293819386,4042089448506476544,,,false,-3.288774830238291,0.05168410250913901,0.003545399649838606,2.0326433741683252E-4
369295551293819386,4042111129493800192,,,false,-3.829323723464716,0.08473766717237481,0.0027439584536888993,4.900573463042698E-4
369295551293819386,4042172225416837632,,,false,-3.051091482046897,0.04399809749237109,0.0019837097533756676,0.0017828423209731278
369295551293819386,4042174390129458432,,,false,-2.2040781963872034,0.01616436408594401,0.0065236639201126665,0.0011319361783336188
369295551293819386,4042228781614288640,-1.485286426158975,2.236112385282782,false,-1.8428474531633698,0.016437002949557585,0.0080824165,0.0018159252893506248
369295551293819386,4042243659337418880,-5.845186548510426,8.618056900411025,false,-4.049270123969451,0.074861024255397,0.006532460137978653,0.003832102760877805
369295551293819386,4042257472005806464,-2.5058869603553333,1.92344121063805,false,-3.635051586546431,0.05282415444132359,0.008626089868464136,0.0038556385811113745
369295551293819386,4042269012498727424,,,false,-2.999694849515052,0.04313882363477173,0.006150171192976474,0.003400905706411684
369295551293819386,4042346120117300992,,,false,-1.6926857851595032,0.012231650734051734,0.0041149890908152905,0.002115392073400291
